song_id,song_name,song_url,song_lyric,song_songer,song_fee,song_album,song_publishTime,song_company,song_popularity,song_duration,song_score
501133800,Everybody Dies In Their Nightmares,https://music.163.com/song?id=501133800,"Ooh yeah yeah yeah
Don't go, don't go to sleep
Don't go, stay up and don't go
Tired of feelin' like I'm trapped in my damn mind
Tired of feelin' like I'm wrapped in a damn lie
Tired of feelin' like my life is a damn game
***** really wanna die in the night time
Only time I feel pain, when I feel in love
That's why it's tatted on my face that I'm damn numb
Only time I'm in my mind, when I'm all alone
That's why I'm never really  alone in the night time
Change hoes like clothes, I can't get attached
'Cause these hoes fire starters like lit matches
I've been feeling really lost, ducking all attachments
I don't really go outside 'cause I hate traffic
I don't wanna go outside, get caught in traffic
Tired of feelin' like I'm trapped in my damn mind
Tired of feelin' like I'm wrapped in a damn lie
Tired of feelin' like my life is a damn game
***** really wanna die in the night time
Tired of feelin' like I'm trapped in my damn mind
Tired of feelin' like I'm wrapped in a damn lie
Tired of feelin' like my life is a damn game
***** really wanna die in the night time
Tired of feelin' like I'm trapped in my damn mind
Tired of feelin' like I'm wrapped in a damn lie
Tired of feelin' like my life is a damn game
***** really wanna die in the night time
***** really wanna die in the night time
***** really wanna die in the night time
***** really wanna die in the night time, uh
***** really wanna die in the night time, uh
***** really wanna die in the night time(Don't go)
Don't go to sleep
Don't go, stay up and don't go
Don't go to sleep
Don't go, stay up and don't go
Ooh yeah yeah yeah
Don't go, don't go to sleep
Don't go, stay up and don't

",XXXTENTACION,8,17,1503590400000,Bad Vibes Forever / EMPIRE,100.0,95466,100
479403037,Revenge,https://music.163.com/song?id=479403037,"I think I, I think I finally
Found a way to forgive myself
From mistakes I made in my past
I think that's the first step, right
You agree
I've dug two graves for us, my dear
Can't pretend that I was perfect
Leaving you in fear
Oh man, what a world, the things I hear
If I could act on my revenge, no, would I
Some kill, some steal, some break your heart
And you thought that I would let it go
And let you walk
Well, broken hearts break bones
So break up fast
And I don't wanna let it go
So in my grave I'll rot
I've dug two graves for us, my dear
Can't pretend that I was perfect
Leaving you in fear
Oh man, what a world, the things I hear
If I could act on my revenge, no, would I
Some kill, some steal, some break your heart
And you thought that I would let it go
And let you walk
Well, broken hearts break bones
So break up fast
And I don't wanna let it go
So in my grave, I'll rot
In my grave, I'll rot
In my grave, I'll rot
In my grave, I'll rot
In my grave, I'll rot
In my grave, I'll rot
In my grave, I'll rot
In my grave, I'll rot
I'll rot, I'll rot
Enjoy

",XXXTENTACION,8,garette's REVENGE,1495123200007,独立发行,100.0,119958,100
501133798,Jocelyn Flores,https://music.163.com/song?id=501133798,"I know you so well, so well
I mean, I can do anything that he can
I've been pretty
I know you're somewhere, somewhere
I've been trapped in my mind girl
Just holdin' on
I don't wanna pretend we're somethin'
We're nothing
I've been stuck thinking bout' her
I can't hold on (I've been thinking)
I'm in pain, wanna put 10 shots in my brain
I've been trippin' 'bout some things, can't change
Suicidal, same time I'm tame, picture this, in bed
Get a phone call
Girl that you ****** with killed herself
That was this summer and nobody helped
And ever since then, man, I hate myself
Wanna ******' end it
Pessimistic
All wanna see me with no pot to piss in
But ****** been excited 'bout the grave I'm diggin'
Havin' conversations 'bout my haste decisions
******' sickenin'
At the same time
Memories surface through the grapevine
'Bout my uncle playin' with a slip knot
Post-traumatic stress got me ****** up
Been ****** up since the couple months
They had a ***** locked up
I'll be feelin' pain, I'll be feelin' pain just to hold on
And I don't feel the same, I'm so numb
I'll be feelin' pain, I'll be feelin' pain just to hold on
And I don't feel the same, I'm so numb
I know you so well, I know you
I mean I can do anything
I can do anything that he can
I've been pretty
I know you so well

",XXXTENTACION,8,17,1503590400000,Bad Vibes Forever / EMPIRE,100.0,119133,100
27853227,Rap God,https://music.163.com/song?id=27853227,"Look, I was gonna go easy on you and not to hurt your feelings
But I'm only going to get this one chance(Six minutes, six minutes)
Something's wrong, I can feel it (Six minutes, Slim Shady, you're on)
Just a feeling I've got, like something's about to happen, but I don't know what
If that means, what I think it means, we're in trouble – big trouble – and if he is as bananas as you say, I'm not taking any chances
You were just what the doctor ordered
I'm beginning to feel like a Rap God, Rap God
All my people from the front to the back nod, back nod
Now who thinks their arms are long enough to slap box, slap box?
They said I rap like a robot, so call me rap-bot
But for me to rap like a computer must be in my genes
I got a laptop in my back pocket
My pen'll go off when I half **** it
Got a fat knot from that rap profit
Made a living and a killing off it
Ever since Bill Clinton was still in office
With Monica Lewinsky feeling on his *******
I'm an MC still as honest
But as rude and indecent as all hell
Syllables, skill-a-holic (Kill 'em all with)
This flippity, dippity-hippity hip-hop
You don't really wanna get into a pissing match with this rappity-rap
Packing a mack in the back of the Ac, backpack rap, crap, yap-yap, yackety-yack
And at the exact same time
I attempt these lyrical acrobat stunts while I'm practicing that
I'll still be able to break a mother******' table
Over the back of a couple of ******s and crack it in half
Only realized it was ironic I was signed to Aftermath after the fact
How could I not blow? All I do is drop F-bombs, feel my wrath of attack
Rappers are having a rough time period, here's a Maxi-Pad
It's actually disastrously bad for the wack
while I'm masterfully constructing this masterpiece yeah
Cause I'm beginning to feel like a Rap God, Rap God
All my people from the front to the back nod, back nod
Now who thinks their arms are long enough to slap box, slap box?
Let me show you maintaining this **** ain't that hard, that hard
Everybody want the key and the secret to rap immortality like I have got
Well, to be truthful the blueprint's simply rage and youthful exuberance
Everybody loves to root for a nuisance
Hit the earth like an asteroid, and did nothing but shoot for the moon since (PPEEYOOM)
MC's get taken to school with this music
Cause I use it as a vehicle to 'bus the rhyme'
Now I lead a new school full of students
Me? I'm a product of Rakim, Lakim Shabazz, 2Pac N-W-A., Cube, hey, Doc, Ren, Yella, Eazy, thank you, they got Slim
Inspired enough to one day grow up, blow up and being in a position
To meet Run-D.M.C. and induct them into the mother******' Rock n'
Roll Hall of Fame even though I walk in the church and burst in a ball of flames
Only Hall of Fame I be inducted in is the alcohol of fame
On the wall of shame
You fags think it's all a game 'til I walk a flock of flames
Off of planking, tell me what in the **** are you thinking?
Little gay looking boy
So gay I can barely say it with a straight face looking boy
You witnessing a ********
Like you watching a church gathering take place looking boy
Oy vey, that boy's gay, that's all they say looking boy
You get a thumbs up, pat on the back
And a way to go from your label everyday looking boy
Hey, looking boy, what you say looking boy?
I got a ""hell yeah"" from Dre looking boy
I'mma work for everything I have
Never ask nobody for ****, get outta my face looking boy
Basically boy you're never gonna be capable
To keep up with the same pace looking boy
Cause I'm beginning to feel like a Rap God, Rap God
All my people from the front to the back nod, back nod
The way I'm racing around the track, call me Nascar, Nascar
Dale Earnhardt of the trailer park, the White Trash God
Kneel before General Zod this planet's Krypton, no Asgard, Asgard
So you be Thor and I'll be Odin
You rodent, I'm omnipotent
Let off then I'm reloading immediately with these bombs I'm totin'
And I should not be woken
I'm the walking dead, but I'm just a talking head, a zombie floating
But I got your mom deep throating
I'm out my ramen noodle
We have nothing in common, poodle
I'm a doberman, pinch yourself in the arm and pay homage, pupil
It's me, my honesty's brutal
But it's honestly futile if I don't utilize what I do though
For good at least once in a while
So I wanna make sure somewhere in this chicken scratch I scribble and doodle
Enough rhymes to maybe to try and help get some people through tough times
But I gotta keep a few punchlines just in case cause even you unsigned
Rappers are hungry looking at me like it's lunchtime
I know there was a time where once I
Was king of the underground, but I still rap like I'm on my Pharoahe Monch grind
So I crunch rhymes, but sometimes when you combine
Appeal with the skin color of mine
You get too big and here they come trying to censor you
Like that one line I said on ""I'm Back"" from the Marshall Mathers LP
One where I tried to say I take seven kids from Columbine
Put 'em all in a line, add an AK-47, a revolver and a nine
See if I get away with it now that I ain't as big as I was, but I've Morphed into an immortal coming through the portal
You're stuck in a timewarp from 2004 though
And I don't know what the **** that you rhyme for
You're pointless as Rapunzel with ******* cornrows
You're like normal, **** being normal
And I just bought a new Raygun from the future
To just come and shoot ya like when Fabolous made Ray J mad
Cause Fab said he looked like a fag at Maywhether’s pad
Singin' to a man while they played piano
Man, oh man, that was a 24/7 special on the cable channel
So Ray J went straight to the radio station the very next day
''Hey, Fab, I'mma kill you''
Lyrics coming at you at supersonic speed, (JJ Fad)
Uh, sama lamaa duma lamaa you assuming I'm a human
What I gotta do to get it through to you I'm superhuman
Innovative and I'm made of rubber
So that anything you saying ricocheting off of me and it'll glue to you
I'm never stating, more than never demonstrating
How to give a mother******' audience a feeling like it's levitating
Never fading, and I know that the haters are forever waiting
For the day that they can say I fell off, they'd be celebrating
Cause I know the way to get 'em motivated
I make elevating music, you make elevator music
Oh, he's too mainstream
Well, that's what they do when they get jealous, they confuse it
It's not hip hop, it's pop, cause I found a hella way to fuse it
With rock, shock rap with Doc
Throw on ""Lose Yourself"" and make 'em lose it
I don't know how to make songs like that
I don't know what words to use
Let me know when it occurs to you
While I’m ripping any one of these verses diverse as you
It’s curtains, I’m inadvertently hurtin' you
How many verses I gotta murder to prove
That if you're half as nice at songs you can sacrifice virgins too
School flunkie, pill junky
But look at the accolades the skills brung me
Full of myself, but still hungry
I bully myself cause I make me do what I put my mind to
And I'm a million leagues above you, ill when I speak in tongues
But it's still tongue in cheek, **** you
I'm drunk so Satan take the ******* wheel, I'm asleep in the front seat
Bumping Heavy D and the Boys, still chunky, but funky
But in my head there's something I can feel tugging and struggling
Angels fight with devils, here's what they want from me
They asking me to eliminate some of the women hate
But if you take into consideration the bitter hatred that I had
Then you may be a little patient and more symphatetic to the situation
And understand the discrimation
But **** it, life's handing you lemons, make lemonade then
But if I can't batter the women how the **** am I supposed to bake them a cake then?
Don't mistake it for Satan
It's a fatal mistake if you think I need to be overseas
And take a vacation to trip a broad
And make her fall on her face and don't be a retard
Be a king? Think not—why be a king when you can be a God?

",Eminem,1,Rap God,1381766400000,环球唱片,100.0,363000,100
440208643,"Psycho, Pt. 2",https://music.163.com/song?id=440208643,"She got me going psycho
She got me going down
Down, down
Got me living on a tightrope
She got me going down
Down, down
She got me going psycho
She got me going down
Down, down
Got me living on a tightrope
She got me going down
Down, down

Oh no, you lie
I want to, so I
Might call you tonight if I do pick up
I got some Gin in me
A hundred bands on me
I'm feelin' myself, yeah
I might say too much

She got me going psycho
She got me going down
Down, down
Got me living on a tightrope
She got me going down
Down, down
She got me going psycho
She got me going down
Down, down
Got me living on a tightrope
She got me going down
Down, down

I don't know you but I know that you special
**** a verse, **** a hook I'll use the whole instrumental
Just to reiterate the commitment I have to explore
Like would you ride it like a horse like my last name is Lauren
I'm only interested
Baby I'm infatuated
You been held back I'll get you to graduation
Help you with your cash
Steer you clear of tax evasion
Death grip on your ass
I call that assassination
I'm getting carried away
Let's get married today... ****
Here I go again like why snake back in the day
I'm crazy and you crazy too
But I love that ****
You're bad and you're broken too
But I love that ****
Just be open to the possibility of me and you
That's all I ask, I've had the hoes
I've got the cash now I want you
Just be open to the possibility of me and you
That's all I ask, I've had the hoes, I've got the cash

She got me going psycho
She got me going down
Down, down
Got me living on a tightrope
She got me going down
Down, down
She got me going psycho
She got me going down
Down, down
Got me living on a tightrope
She got me going down
Down, down
She got me going psycho

",Russ,8,"Psycho, Pt. 2",1478534400000,Russ My Way Inc,100.0,161985,100
402073847,Formation,https://music.163.com/song?id=402073847,"Y'all haters corny with that illuminati mess
Paparazzi, catch my fly, and my cocky fresh
I'm so reckless when I rock my Givenchy dress (stylin')
I'm so possessive so I rock his Roc necklaces
My daddy Alabama, Momma Louisiana
You mix that negro with that Creole make a Texas bamma
I like my baby hair, with baby hair and afros
I like my negro nose with Jackson Five nostrils
Earned all this money but they never take the country out me
I got hot sauce in my bag, swag
I see it, I want it
I stunt, yeah, little hornet
I dream it, I work hard
I grind 'til I own it
I twirl all my haters
Albino alligators
El Camino with the ceiling low
Sippin' Cuervo with no chaser
Sometimes I go off, I go off
I go hard, I go hard
Get what's mine, take what's mine
I'm a star, I'm a star
Cause I slay, slay,
I slay, hey I slay, okay
I slay, okay, all day, okay
I slay, okay, I slay, okay, I slay, okey
We gon' slay, slay
Gon' slay, okay
We slay, okay
I slay, okay
I slay, okay
Okay, okay, I slay, okay
Okay, okay, okay, okay
Okay, okay, ladies, now let's get in formation, cause I slay
Okay ladies, now let's get in formation, cause I slay
Prove to me you got some coordination, cause I slay
Slay trick, or you get eliminated
When he **** me good I take his ass to Red Lobster, cause I slay
When he **** me good I take his ass to Red Lobster, cause I slay
If he hit it right, I might take him on a flight on my chopper, cause I slay
Drop him off at the mall, let him buy some J's, let him shop up, cause I slay
I might get your song played on the radio station, cause I slay
I might get your song played on the radio station, cause I slay
You just might be a black Bill Gates in the making, cause I slay
I just might be a black Bill Gates in the making, cause I slay
I see it, I want it
I stunt, yeah, little hornet
I dream it, I work hard
I grind 'til I own it
I twirl all my haters
Albino alligators
El Camino with the ceiling low
Sippin' Cuervo with no chaser
Sometimes I go off, I go off
I go hard, I go hard
Take what's mine, take what's mine
I'm a star, I'm a star
Cause I slay, slay
I slay, hey, I slay, okay
I slay, okay, I slay, okay
I slay, okay, I slay, okay, I slay, okay
We gon' slay, slay
Gon' slay, okay
We slay, okay
I slay, okay
I slay, okay
Okay, okay, I slay, okay
Okay, okay, okay, okay
Okay, okay, ladies, now let's get in formation, cause I slay
Okay ladies, now let's get in formation, cause I slay
Prove to me you got some coordination
Slay trick, or you get eliminated
Okay ladies, now let's get in formation, I slay
Okay ladies, now let's get in formation
You know you that ***** when you cause all this conversation
Always stay gracious, best revenge is your paper

",Beyoncé,0,Formation,1454774400007,UnKown,95.0,206231,95
473873133,That's What I Like (Remix),https://music.163.com/song?id=473873133,"It's Gucci Mane and Bruno
That's one dynamic duo
A lot of women want me
But I'm in love with you though
Your ex is unimportant
That boy can't even afford it
I drive so many foreigns
Baby I should be deported
I got a condo in Manhattan
Baby girl  what's hatning
You and your ass invited
So gon' and get to clapping
So pop it for a pimp
Pop  pop it for me
Turn around and drop it for a pimp
Drop  drop it for me
I'll rent a beach house in Miami
Wake up with no jammies  Nope
Lobster tail for dinner
Julio serve that scampi  Julio
You got it if you want it
Got  got it if you want it
Said you got it if you want it
Take my wallet if you want it now
Jump in the Cadillac  girl
let's put some miles on it
Anything you want
just to put a smile on it
You deserve it baby
you deserve it all
And I'm gonna give it to you
Gold jewelry shining so bright
Strawberry champagne on ice
Lucky for you
that's what I like
that's what I like
Lucky for you
that's what I like
that's what I like
*** by the fire at night
Silk sheets and diamonds all white
Lucky for you
that's what I like
that's what I like
Lucky for you
that's what I like
that's what I like
I'm talking trips to Puerto Rico
Say the word and we go
You can be my freaka
Girl  I'll be a fleeko  mamacita
I will never make a
promise that I can't keep
I promise that your
smile ain't gon' never leave
Shopping sprees in Paris
Everything 24 karats
Take a look in that mirror
Now tell me who's the fairest
Is it you   is it you   Is it me   is it me
Say it's us  say it's us
and I'll agree  baby
Jump in the Cadillac
girl  let's put some miles on it
Anything you want
just to put a smile on it
You deserve it baby
you deserve it all
And I'm gonna give it to you
Gold jewelry shining so bright
Strawberry champagne on ice
Lucky for you
that's what I like
that's what I like
Lucky for you
that's what I like
that's what I like
*** by the fire at night
Silk sheets and diamonds all white
Lucky for you
that's what I like
that's what I like
Lucky for you
that's what I like
that's what I like
If you say you want a good time
Well here I am baby
here I am baby
Talk to me  talk to me  talk to me
Tell me what's on your mind
what's on your mind
If you want it  girl come and get it
All this is here for you
Tell me baby  tell me  tell me baby
What you tryna do
Babe  I like the way you touch me
But love the way you **** me
Girl  ain't no need for fronting
'Cause you're my type of woman
Wanna fly you out the country
To show you how I'm stunting  ya
'Cause you got what I'm wanting
And I got all this money  It's Gucci
Gold jewelry shining so bright
Strawberry champagne on ice
Lucky for you
that's what I like
that's what I like
Lucky for you
that's what I like
that's what I like
*** by the fire at night
Silk sheets and diamonds all white
Lucky for you
that's what I like
that's what I like
Lucky for you
that's what I like
that's what I like

",Bruno Mars,1,That's What I Like (Remix),1492704000000,华纳音乐,85.0,233812,85
27804336,Timber,https://music.163.com/song?id=27804336,"It's going down, I'm yelling timber
You better move, you better dance
Let's make a night, you won't remember
I'll be the one, you won't forget
The bigger they are, the harder they fall
This biggity boys are diggity out
I have 'em like Miley Cyrus, clothes off
Twerking on a roseton, timber
Face town, booty on, timber
That's the way we like the war, timber
I'm sticking it in oil spill
She say she won't, but I bet she will, timber
Swing your partner round and round
End of the night, it's going down
One more shot, another round
End of the night, it's going down
Swing your partner round and round
End of the night, it's going down
One more shot, another round
End of the night, it's going down
It's going down, I'm yelling timber
You better move, you better dance
Let's make a night, you won't remember
I'll be the one, you won't forget
It's going down, I'm yelling timber
You better move, you better dance
Let's make a night, you won't remember
I'll be the one, you won't forget
Look up in the sky, it's a bird, it's a plane
No, it's just me, ain't a damn thing changed
Live in hotels, swing on plane
Left to say, money ain't a thing
Club jumpin like lebron now voli
Order me another round, homie
We about to climb, wild, 'cause it's about to go down
Swing your partner round and round
End of the night, it's going down
One more shot, another round
End of the night, it's going down
Swing your partner round and round
End of the night, it's going down
One more shot, another round
End of the night, it's going down
It's going down, I'm yelling timber
You better move, you better dance
Let's make a night, you won't remember
I'll be the one, you won't forget
It's going down, I'm yelling timber
You better move, you better dance
Let's make a night, you won't remember
I'll be the one, you won't forget

",Pitbull,8,Timber,1381075200007,索尼音乐,100.0,204329,100
1231775,Teenage Life,https://music.163.com/song?id=1231775,"Now hear this

What did you learn at school today ?

That's what the teachers used to say

But they don't know

Don't understand, do they ?

Why do they always give advice ?

Saying ""Just be nice, always think twice""

When it's been a long since they had (Let's Go) a teenage life

What did you learn at school today ?

That's what the teachers used to say

But they don't know

Don't understand, do they ?

Why do they always give advice

Saying ""Just be nice, always think twice""

When it's been a long time since they had a teenage life

Dwelling on the past, from back when I was youngThinking of my school days and trying to write this song

Classroom schemes and dreamsMan they couldn't save me

Cos my days were numbered when I signed down on Ivy?

Teenage kicks running out what could we doI still show respect to my boys who made it through

And getting told off Mr T how my life would be
Then giving him a signal So everyone could see Sunshine and shade

Those girls I'd serenadeThinking of those sixth form chicks that misbehave

Hoping that those days would go on and on foreverEvery day something new
Just friends running together But suddenly school ends Your teenage life gone

All your mates are growing up now They're moving on

And now I'm looking back I'll tell you what I know Do you listen to your teacher ?

No I don't think so

""What did you learn at school today?""

That's what the teachers used to say

But they don't know

Don't understand, do they ?

Why do they always give advice

Saying ""Just be nice, always think twice""

When it's been a long time since they had a teenage life

Now if you treat the kids fine, together they will shine yeha yeha
Ooh ooh ooh shine

And if you treat the kids fine，they won't do the crime yo yo

Won't do the crime

Now my bad old ways Were during my school days Messing on those grade A's My life is just a haze

I'm going through the struggle Five ten and kicking back So I could lock my flow Lace it up now on the track

Oh yeh I felt the pain Whilst chasing all the fame I'm being told I'm nothing Just a player in the game

But now I walk tall Stand proud for you to see I'm driving these fast cars It's five stars for me

""What did you learn at school today?""

That's what the teachers used to say

But they don't know

Don't understand, do they?

Why do they always give advice

Saying ""Just be nice, always think twice""

When it's been a long since they had a teenage life.

When it's been a long since they had a teenage life




",Daz Sampson,8,Teenage Life,1147017600007,索尼音乐,100.0,189000,100
4038411,Coming Home,https://music.163.com/song?id=4038411,"I'm coming home
I'm coming home
Tell the World I'm coming home
Let the rain wash away all the pain of yesterday
I know my kingdom awaits and they've forgiven my mistakes
I'm coming home I'm coming home
Tell the World that I'm coming
Back where I belong yeah I never felt so strong
（I'm back baby）
I feel like there's nothing that I can't try
And if you with me put your hands high
（Put your hands high）
If you ever lost a light before this ones for you
And you the dreams are for you
I hear ＂The Tears of a Clown＂
I hate that song
I feel like they talking to me when it comes on
Another day another Dawn
Another Keisha nice to meet ya get the math I'm gone
What am I 'posed to do when the club lights come on
It's easy to be Puff it's harder to be Sean
What if the twins ask why I aint marry their mom （why damn! ）
How do I respond
What if my son stares with a face like my own
And says he wants to be like me when he's grown
Damn! But I aint finished growing
Another night the inevitible prolongs
Another day another Dawn
Just tell Taneka and Taresha I'll be better in the morn
Another lie that I carry on
I need to get back to the place I belong
I'm coming home
I'm coming home
Tell the World I'm coming home
Let the rain wash away all the pain of yesterday
I know my kingdom awaits and they've forgiven my mistakes
I'm coming home I'm coming home
Tell the World that I'm coming
＂A house is Not a Home＂ I hate this song“
Is a house really a home when your loved ones are gone
And n-ggas got the nerve to blame you for it
And you know you woulda took the bullet if you saw it
But oyu felt it and still feel it
And money can't make up for it or conceal it
But you deal with it and you keep ballin
Pour out some liquor play ball and we keep ballin
Baby we've been living in sin 'cause we've been really in love
But we've been living as friends
So you've been a guest in your own home
It's time to make your house your home
Pick up your phone come on
I'm coming home
I'm coming home
Tell the World I'm coming home
Let the rain wash away all the pain of yesterday
I know my kingdom awaits and they've forgiven my mistakes
I'm coming home I'm coming home
Tell the World that I'm coming
＂Ain't No Stopping Us Now＂ I love that song“
Whenever it comes on it makes me feel strong
I thought I told y'all that we won't stop
We back cruising through Harlem Viso blocks
It's what made me saved me drove me crazy
Drove me away than embraced me
Forgave me for all of my shortcomings
Welcome to my homecoming
Yeah it's been a long time coming
Lot of fights lot of scars lot of bottles
Lot of cars lot of ups lot of downs
Made it back lost my dog （I miss you BIG）
And here I stand a better man! （a better man）
Thank you Lord （Thank you Lord）
I'm coming home
I'm coming home
Tell the World I'm coming home
Let the rain wash away all the pain of yesterday
I know my kingdom awaits and they've forgiven my mistakes
I'm coming home I'm coming home
Tell the World that I'm coming

",Skylar Grey,8,Coming Home,1290268800007,Interscope,100.0,238000,100
